Experimental_Interaction	db	publications
"[{'P17706', 'A0A0H2WCL3'}]"	Manual	{'23800426'}
"[{'P17706', 'Q5NI33'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17706', 'Q2GHU2'}]"	IntAct	{'19273555'}
"[{'Q83FA5', 'P0DMN7'}]"	HPIdb;IntAct	{'29176882'}
"[{'P03427', 'P17812'}]"	HPIdb	{'25464832'}
"[{'P15682', 'P17812'}]"	HPIdb	{'25464832'}
"[{'P03468', 'P17812'}]"	HPIdb	{'26789921'}
"[{'P05777', 'P17812'}]"	HPIdb	{'25464832'}
"[{'P06821', 'P17812'}]"	HPIdb	{'26789921'}
"[{'P17813', 'Q8ZAR3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17813', 'A0A6L7H421'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17813', 'Q81TG1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NET1', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HH45', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHY6', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9ZC68', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6VGT1', 'P17844'}]"	HPIdb;IntAct	{'25210169'}
"[{'P03427', 'P17844'}]"	HPIdb;IntAct	"{'25464832', '23816991'}"
"[{'P17844', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P05777', 'P17844'}]"	HPIdb	{'25464832'}
"[{'A0A380PC31', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1D2', 'P17844'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17858', 'P05777'}]"	HPIdb	{'25464832'}
"[{'A0A3N4AZS9', 'P17927'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17927', 'Q5NEC0'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17927', 'Q8ZJ16'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17927', 'A0A6L8PK55'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W1Z2', 'P17927'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17927', 'Q81MB3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17927', 'Q8ZGX4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WAS6', 'P17931'}]"	Manual	{'23800426'}
"[{'A0A6L7HAI8', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A5P8YB39'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2XDA5', 'P17931'}]"	Manual	{'23800426'}
"[{'P17931', 'A0A6L8PLI9'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PG14', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H8R9', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PTT5', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PJW4', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGE3', 'P17931'}]"	IntAct	{'26714771'}
"[{'P17931', 'A0A3P1UEK7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'Q8D1P6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W1Q5', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2B6C300', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2S9PFM0', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7ARH3', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHH2', 'P17931'}]"	IntAct	{'26714771'}
"[{'A0A0H2WCN0', 'P17931'}]"	Manual	{'23800426'}
"[{'A0A2S9PME5', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H1G2', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3N4BJ32', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A6L7H7Q9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81MI9', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A6L8PTK5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'P17931'}]"	HPIdb	{'25464832'}
"[{'A0A3N4B351', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W8V3', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZHG8', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'Q81LD0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81SW4', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A6L7GZX4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A6L8PGH7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81QB6', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YCV0', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFP9', 'P17931'}]"	IntAct	{'26714771'}
"[{'P17931', 'Q5NEH1'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'Q8ZDF8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'A0A6L8Q050'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PGF9', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFN4', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'Q81S14'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q74R28', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17931', 'Q8ZJ02'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81SR4', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6KNA9', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q62M26', 'P17931'}]"	Manual	{'23800426'}
"[{'A0A0H2WD43', 'P17931'}]"	Manual	{'23800426'}
"[{'P17931', 'A0A380PMW6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6H3AES4', 'P17931'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZF9', 'P17936'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06465', 'P17936'}]"	HPIdb;IntAct	{'22898364'}
"[{'Q8ZBZ9', 'P17936'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGN4', 'P17947'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17980', 'Q81YF4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17980', 'Q57285'}]"	HPIdb;IntAct	{'21911467'}
"[{'P17980', 'Q0WJG6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P17980', 'P03427'}]"	HPIdb	{'25464832'}
"[{'P17980', 'P05777'}]"	HPIdb	{'25464832'}
"[{'P17980', 'A0A5P8YKV3'}]"	HPIdb;IntAct	{'21911467'}
"[{'P17987', 'A0A3U0CSM5'}]"	Manual	{'34237247'}
"[{'P17987', 'A0A5P8YLD9'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'P17987'}]"	HPIdb	{'25464832'}
"[{'P17987', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P17987', 'P05777'}]"	HPIdb	{'25464832'}
"[{'P17987', 'A0A0F6AZL3'}]"	Manual	{'34237247'}
"[{'O84952', 'P18031'}]"	Manual	{'31611645'}
"[{'P18031', 'A0A6L8PLZ0'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84951', 'P18031'}]"	Manual	{'31611645'}
"[{'P18031', 'Q8D131'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'P18031'}]"	Manual	{'31611645'}
"[{'P18031', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'A0A0F6B1Q8', 'P18031'}]"	Manual	{'34237247'}
"[{'Q8D090', 'P18065'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'P18077'}]"	HPIdb	{'25464832'}
"[{'P18077', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P18077', 'P03496'}]"	HPIdb	{'26789921'}
"[{'P18077', 'P05777'}]"	HPIdb	{'25464832'}
"[{'A0A6H3AII8', 'P18084'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18084', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P18085', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P18085', 'P05777'}]"	HPIdb	{'25464832'}
"[{'P18146', 'A0A6H3AED5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18146', 'Q9ZC68'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18146', 'Q5NFP9'}]"	IntAct	{'26714771'}
"[{'P18206', 'A0A454Y4S5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P12003', 'B7UM99'}]"	IntAct	{'11093251'}
"[{'P03427', 'P18206'}]"	HPIdb;IntAct	{'28611246'}
"[{'Q6XVZ2', 'P18206'}, {'P18010', 'P18206'}]"	HPIdb;IntAct	"{'17289036', '16826238', '17932491', '21525010'}"
"[{'B0BXR4', 'P18206'}, {'B0BXR4', 'Q64727'}]"	IntAct	{'21841197'}
"[{'Q83BP6', 'Q64727'}]"	HPIdb;IntAct	{'29176882'}
"[{'P06929', 'P18283'}]"	HPIdb	{'22898364'}
"[{'Q9R3N6', 'P18428'}]"	HPIdb;IntAct	{'15294986'}
"[{'P18433', 'Q8D0N9'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18583', 'Q5NIF1'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H1G2', 'P18583'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18583', 'P03496'}]"	HPIdb;IntAct	{'23853584'}
"[{'P17778', 'P18583'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18583', 'Q81U22'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZA88', 'P18583'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18583', 'Q81S14'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YGG5', 'P18615'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PE06', 'P18627'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PPL7', 'P18627'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81VE1', 'P18627'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18669', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P18669', 'P03496'}]"	HPIdb;IntAct	{'22810585'}
"[{'P18669', 'P05777'}]"	HPIdb	{'25464832'}
"[{'P18669', 'A0A6L7HGW3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q83D60', 'P18669'}]"	HPIdb;IntAct	{'29176882'}
"[{'P18754', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P18754', 'Q08162'}]"	BioGrid	{'8896453'}
"[{'P18827', 'A0A5P8YF71'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06929', 'P18848'}]"	IntAct	{'22898364'}
"[{'P18850', 'A0A0E8XGT2'}, {'P18850', 'A0A6B3T4Z3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18850', 'A0A2U2GX99'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18850', 'Q8D1A4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18850', 'A0A5P8YAX4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P18850', 'Q8ZH96'}]"	HPIdb;IntAct	{'20711500'}
"[{'P06929', 'P18887'}]"	HPIdb;IntAct	{'12198176'}
"[{'P18887', 'P28523'}]"	IntAct	{'19155274'}
"[{'P19022', 'B0B9M4'}, {'P19022', 'P0DJI4'}]"	IntAct	{'26118995'}
"[{'P19105', 'D0ZIB5'}]"	Manual	{'34237247'}
"[{'P19105', 'Q8ZAA1'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19105', 'A0A6L7HA71'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19224', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P03427', 'P19320'}]"	HPIdb;IntAct	{'28611246'}
"[{'Q5NEC5', 'P19320'}]"	IntAct	{'26714771'}
"[{'A0A3N4BEU0', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YAI4', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D0R8', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PJ25', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19338', 'D0ZIB5'}]"	Manual	{'34237247'}
"[{'P03427', 'P19338'}]"	HPIdb;IntAct	"{'25464832', '28611246'}"
"[{'P19338', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P05777', 'P19338'}]"	HPIdb	{'25464832'}
"[{'A0A454XXH7', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZQ9', 'P19338'}]"	HPIdb;IntAct	{'20711500'}
"[{'P05777', 'P19367'}]"	HPIdb	{'25464832'}
"[{'Q8ZMM8', 'P19367'}]"	Manual	{'31611645'}
"[{'P19387', 'P03508'}]"	HPIdb	{'26789921'}
"[{'P19387', 'Q8ZA76'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19388', 'P03427'}]"	HPIdb;IntAct	{'30833792'}
"[{'P03496', 'P19429'}]"	HPIdb;IntAct	{'23853584'}
"[{'P03508', 'P19429'}]"	HPIdb;IntAct	{'23853584'}
"[{'A0A380PE06', 'P19440'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19447', 'Q5NG68'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'P19474'}]"	HPIdb	{'25464832'}
"[{'P19484', 'Q81NI5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19525', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'P19525'}]"	HPIdb	{'9781815'}
"[{'A0A6L7H1G2', 'P19532'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7DAN2', 'P19652'}]"	Manual	{'31227708'}
"[{'Q99XU1', 'P19652'}]"	Manual	{'31227708'}
"[{'Q9A170', 'P19652'}]"	Manual	{'31227708'}
"[{'P19784', 'O84008'}]"	IntAct	{'26118995'}
"[{'O87527', 'P19823'}]"	Manual	{'31227708'}
"[{'P60811', 'P19823'}]"	Manual	{'31227708'}
"[{'Q99XU7', 'P19823'}]"	Manual	{'31227708'}
"[{'Q7DAL7', 'P19823'}]"	Manual	{'31227708'}
"[{'O87527', 'P19827'}]"	Manual	{'31227708'}
"[{'A0A6L8PY00', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81UM1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A3N4BEU0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NH38', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PFB2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGF9', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFB8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q0WK05'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q9RID8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A0H2YI78'}, {'A0A6B3T2B6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7HGB6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1M9', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7ARD3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6B3T2G6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CZZ4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0U1QXA9', 'P19838'}, {'A0A6B3T3V9', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8X834', 'P19838'}]"	IntAct	{'21148319'}
"[{'Q8CZX4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2H2G1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7H6C0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81JG2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGE6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A1U8QJX3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7GZT9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81SC3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H5N1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YBN3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'O68769', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A0F7RMQ9'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A2B3Y6C6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7RE19', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PE10', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380PMX1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZH3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H9A7', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CL24'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PM54', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YAM6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7HD93'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEC0', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380PDB8'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3N4BMH0', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D0V3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2W4Z4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2U2GZQ6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A0H2YBK8'}, {'A0A6B3T437', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q0WIV1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2VZE7', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A380PE22', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CLE5', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9Z3B4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A3N4B5K6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGB2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q5NH42'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PCV1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L8P1L2'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L8P2X1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q7CGB6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YE79'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8D1H3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'P58526'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZB41'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q0WJY2'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YGL4'}, {'Q1CIY9', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A0F7REH3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L8NU76'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H1G2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H421', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZCW0', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A2S9PJH3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A2U2GZC0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1N2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZH58'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YDR0'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZCV9'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q5NFG5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q5NIG1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CZN4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YAZ6'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PI29', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HHX2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A0F7RKT3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81KR8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L8NXF0'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8Q0F3', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7HB41'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8D1K0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q0WGB8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZF52', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7RC58', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZIL4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CZJ8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81L15'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZIH1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1A4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380PC31'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YL17', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YC69'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380SBN8'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8P574', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A3N4B3M4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q0WBG7', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6H3AGL8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A2S9PI91'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7HNT3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P31527', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380PNP6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZBK0'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8D1E6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZAF1', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7R9M2', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YAU6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6H3A7A0'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YES8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81NT0', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A380PHU4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CZL0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZJ18', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H165', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81WY7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P69974', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81JY5', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q7ARN5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8D045'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A5P8YCL2'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L8PZY4'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A348A7I7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'P69970'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CKC6'}]"	HPIdb;IntAct	{'20711500'}
"[{'O68699', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81QB5', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3N4BGA7', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZCK2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZGY5', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81S27', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6H3AGH4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8P864', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81LC7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZD27'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2YFT8', 'P19838'}, {'P19838', 'A0A6B3T1W4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1G4', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZCT6', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZEU8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZEL9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81KK8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PBB8', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6EZZ9', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'A0A6L7HB40'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZIM0', 'P19838'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81MB6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q81XT3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8CKD8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8D1P5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P19838', 'Q8ZEW6'}]"	HPIdb;IntAct	{'20711500'}
